Constituency_No,Constituency_Name,Candidate,Party,Votes,Position,Alliance,Constituency_Type,Basmati,Region,Area,District_Name,Vote_Share_Percentage,Margin,Margin_Percentage,ENOP,Winner in 2019,Recontesting?,Agri,
83,HODAL,RAJNI,Independent,63,12,Others,SC,Low,South Haryana,Semi-rural,PALWAL,0,,,2,,No,50 - 65%,
83,HODAL,KULDEEP KUMAR,Independent,55,13,Others,SC,Low,South Haryana,Semi-rural,PALWAL,0,,,2,,No,50 - 65%,
84,PALWAL,GAURAV GAUTAM,Bharatiya Janata Party,109118,1,BJP,GEN,Low,South Haryana,Semi-urban,PALWAL,56.6,33605,17.4,2,,No,50 - 65%,
84,PALWAL,KARAN SINGH DALAL,Indian National Congress,75513,2,INC+,GEN,Low,South Haryana,Semi-urban,PALWAL,39.2,,,2,,No,50 - 65%,
84,PALWAL,HARIT KUMAR,Aazad Samaj Party (Kanshi Ram),2578,3,JNJP+,GEN,Low,South Haryana,Semi-urban,PALWAL,1.3,,,2,,No,50 - 65%,
84,PALWAL,ABHISHEK DESHWAL,Bahujan Samaj Party,2540,4,INLD+,GEN,Low,South Haryana,Semi-urban,PALWAL,1.3,,,2,,No,50 - 65%,
84,PALWAL,SHIV DUTT,Independent,1116,5,Others,GEN,Low,South Haryana,Semi-urban,PALWAL,0.6,,,2,,No,50 - 65%,
84,PALWAL,DHARMENDER SINGH,Aam Aadmi Party,638,6,AAP,GEN,Low,South Haryana,Semi-urban,PALWAL,0.3,,,2,,No,50 - 65%,
84,PALWAL,NOTA,None of the Above,506,7,Others,GEN,Low,South Haryana,Semi-urban,PALWAL,0.3,,,2,,No,50 - 65%,
84,PALWAL,SUNIL KUMAR,Independent,326,8,Others,GEN,Low,South Haryana,Semi-urban,PALWAL,0.2,,,2,,No,50 - 65%,
84,PALWAL,MAMTA SOLANKI,Independent,141,9,Others,GEN,Low,South Haryana,Semi-urban,PALWAL,0.1,,,2,,No,50 - 65%,
84,PALWAL,GIRRAJ,Independent,124,10,Others,GEN,Low,South Haryana,Semi-urban,PALWAL,0.1,,,2,,No,50 - 65%,
84,PALWAL,SATBIR SINGH,Akhil Bharatiya Socialist Party,95,11,Others,GEN,Low,South Haryana,Semi-urban,PALWAL,0,,,2,,No,50 - 65%,
84,PALWAL,RAMPAL,Bahujan Janata Dal (Khodawal),78,12,Others,GEN,Low,South Haryana,Semi-urban,PALWAL,0,,,2,,No,50 - 65%,
84,PALWAL,GOPAL DUTT,Samata Party,68,13,Others,GEN,Low,South Haryana,Semi-urban,PALWAL,0,,,2,,No,50 - 65%,
84,PALWAL,PANCH LAL PRASAD,Bharat Jan Jagran Dal,39,14,Others,GEN,Low,South Haryana,Semi-urban,PALWAL,0,,,2,,No,50 - 65%,
85,PRITHLA,RAGHUBIR TEWATIA,Indian National Congress,70262,1,INC+,GEN,Low,South Haryana,Semi-urban,FARIDABAD,42,20541,12.3,3,,No,Less than 50%,
85,PRITHLA,TEK CHAND SHARMA,Bharatiya Janata Party,49721,2,BJP,GEN,Low,South Haryana,Semi-urban,FARIDABAD,29.7,,,3,,No,Less than 50%,
85,PRITHLA,NAYANPAL RAWAT,Independent,22023,3,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,13.2,,,3,,No,Less than 50%,
85,PRITHLA,DEEPAK DAGAR,Independent,16055,4,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,9.6,,,3,,No,Less than 50%,
85,PRITHLA,SURENDER VASHISHT,Bahujan Samaj Party,4412,5,INLD+,GEN,Low,South Haryana,Semi-urban,FARIDABAD,2.6,,,3,,No,Less than 50%,
85,PRITHLA,ABDUT NATH,Independent,961,6,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.6,,,3,,No,Less than 50%,
85,PRITHLA,BIJENDER SINGH ADVOCATE,Independent,709,7,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.4,,,3,,No,Less than 50%,
85,PRITHLA,KAUSHAL TATARPUR,Aam Aadmi Party,706,8,AAP,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.4,,,3,,No,Less than 50%,
85,PRITHLA,NOTA,None of the Above,666,9,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.4,,,3,,No,Less than 50%,
85,PRITHLA,RAHUL,Independent,596,10,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.4,,,3,,No,Less than 50%,
85,PRITHLA,MUKESH,Samata Party,305,11,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.2,,,3,,No,Less than 50%,
85,PRITHLA,SAMEY SINGH,Independent,285,12,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.2,,,3,,No,Less than 50%,
85,PRITHLA,GIRIRAJ JATOLA,Aazad Samaj Party (Kanshi Ram),270,13,JNJP+,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.2,,,3,,No,Less than 50%,
85,PRITHLA,JITENDER KUMAR,Independent,220,14,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.1,,,3,,No,Less than 50%,
86,FARIDABAD NIT,SATISH KUMAR PHAGNA,Bharatiya Janata Party,91992,1,BJP,GEN,Low,South Haryana,Semi-urban,FARIDABAD,47.5,33217,17.2,2,,No,Less than 50%,
86,FARIDABAD NIT,NEERAJ SHARMA,Indian National Congress,58775,2,INC+,GEN,Low,South Haryana,Semi-urban,FARIDABAD,30.4,,,2,,Yes,Less than 50%,
86,FARIDABAD NIT,NAGENDER BHADANA,Indian National Lok Dal,29549,3,INLD+,GEN,Low,South Haryana,Semi-urban,FARIDABAD,15.3,,,2,,No,Less than 50%,
86,FARIDABAD NIT,HAJI KARAMAT ALI,Jannayak Janta Party,8774,4,JNJP+,GEN,Low,South Haryana,Semi-urban,FARIDABAD,4.5,,,2,,No,Less than 50%,
86,FARIDABAD NIT,RAVI DAGAR,Aam Aadmi Party,1415,5,AAP,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.7,,,2,,No,Less than 50%,
86,FARIDABAD NIT,NOTA,None of the Above,1210,6,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.6,,,2,,No,Less than 50%,
86,FARIDABAD NIT,DHEERAJ KUMAR,Political Team India,328,7,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.2,,,2,,No,Less than 50%,
86,FARIDABAD NIT,RAJKUMAR,Independent,288,8,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.1,,,2,,No,Less than 50%,
86,FARIDABAD NIT,JITENDER KUMAR,Independent,280,9,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.1,,,2,,No,Less than 50%,
86,FARIDABAD NIT,VINOD SINGH,Rashtrawadi Janlok Party (Satya),228,10,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.1,,,2,,No,Less than 50%,
86,FARIDABAD NIT,RAVINDER GUPTA,Independent,217,11,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.1,,,2,,No,Less than 50%,
86,FARIDABAD NIT,MANISH,Akhil Bhartiya Kisan Majdoor Party,193,12,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.1,,,2,,No,Less than 50%,
86,FARIDABAD NIT,RANJOT,Independent,129,13,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.1,,,2,,No,Less than 50%,
86,FARIDABAD NIT,RAM PARTAP GAUR,Rashtriya Lokswaraj Party,112,14,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.1,,,2,,No,Less than 50%,
87,BADKHAL,DHANESH ADLAKHA,Bharatiya Janata Party,79476,1,BJP,GEN,Low,South Haryana,Urban,FARIDABAD,49.7,6181,3.9,2,,No,Less than 50%,
87,BADKHAL,VIJAY PRATAP SINGH,Indian National Congress,73295,2,INC+,GEN,Low,South Haryana,Urban,FARIDABAD,45.8,,,2,,No,Less than 50%,
87,BADKHAL,MANOJ CHOUDHARY,Bahujan Samaj Party,2493,3,INLD+,GEN,Low,South Haryana,Urban,FARIDABAD,1.6,,,2,,No,Less than 50%,
87,BADKHAL,OM PRAKASH VERMA,Aam Aadmi Party,1681,4,AAP,GEN,Low,South Haryana,Urban,FARIDABAD,1.1,,,2,,No,Less than 50%,
87,BADKHAL,NOTA,None of the Above,1509,5,Others,GEN,Low,South Haryana,Urban,FARIDABAD,0.9,,,2,,No,Less than 50%,
87,BADKHAL,PARVINDER SINGH,Jannayak Janta Party,659,6,JNJP+,GEN,Low,South Haryana,Urban,FARIDABAD,0.4,,,2,,No,Less than 50%,
87,BADKHAL,KAMAL BALI,Bhartiya Shakti Chetna Party,371,7,Others,GEN,Low,South Haryana,Urban,FARIDABAD,0.2,,,2,,No,Less than 50%,
87,BADKHAL,PREM CHAND GAUR,Buland Bharat Party,230,8,Others,GEN,Low,South Haryana,Urban,FARIDABAD,0.1,,,2,,No,Less than 50%,
87,BADKHAL,BAKIL AKHTAR,Independent,157,9,Others,GEN,Low,South Haryana,Urban,FARIDABAD,0.1,,,2,,No,Less than 50%,
87,BADKHAL,AABID KHAN,Independent,113,10,Others,GEN,Low,South Haryana,Urban,FARIDABAD,0.1,,,2,,No,Less than 50%,
88,BALLABGARH,MOOL CHAND SHARMA,Bharatiya Janata Party,61806,1,BJP,GEN,Low,South Haryana,Urban,FARIDABAD,42.2,17730,12.1,3,,Yes,Less than 50%,
88,BALLABGARH,SHARDA RATHORE,Independent,44076,2,Others,GEN,Low,South Haryana,Urban,FARIDABAD,30.1,,,3,,No,Less than 50%,
88,BALLABGARH,RAO RAM KUMAR,Independent,23077,3,Others,GEN,Low,South Haryana,Urban,FARIDABAD,15.7,,,3,,No,Less than 50%,
88,BALLABGARH,SMT. PARAG SHARMA,Indian National Congress,8674,4,INC+,GEN,Low,South Haryana,Urban,FARIDABAD,5.9,,,3,,No,Less than 50%,
88,BALLABGARH,RAVINDRA FAUJDAR,Aam Aadmi Party,6634,5,AAP,GEN,Low,South Haryana,Urban,FARIDABAD,4.5,,,3,,No,Less than 50%,
88,BALLABGARH,NOTA,None of the Above,1034,6,Others,GEN,Low,South Haryana,Urban,FARIDABAD,0.7,,,3,,No,Less than 50%,
88,BALLABGARH,VANDANA SINGH,Independent,784,7,Others,GEN,Low,South Haryana,Urban,FARIDABAD,0.5,,,3,,No,Less than 50%,
88,BALLABGARH,ADVOCATE BRAHMA PRAKASH,Independent,326,8,Others,GEN,Low,South Haryana,Urban,FARIDABAD,0.2,,,3,,No,Less than 50%,
88,BALLABGARH,ATUL,Akhil Bhartiya Kisan Majdoor Party,199,9,Others,GEN,Low,South Haryana,Urban,FARIDABAD,0.1,,,3,,No,Less than 50%,
89,FARIDABAD,VIPUL GOEL,Bharatiya Janata Party,93651,1,BJP,GEN,Low,South Haryana,Urban,FARIDABAD,65.5,48388,33.8,1,,No,Less than 50%,
89,FARIDABAD,LAKHAN KUMAR SINGLA,Indian National Congress,45263,2,INC+,GEN,Low,South Haryana,Urban,FARIDABAD,31.6,,,1,,No,Less than 50%,
89,FARIDABAD,NOTA,None of the Above,1025,3,Others,GEN,Low,South Haryana,Urban,FARIDABAD,0.7,,,1,,No,Less than 50%,
89,FARIDABAD,PRAVESH MEHTA,Aam Aadmi Party,926,4,AAP,GEN,Low,South Haryana,Urban,FARIDABAD,0.6,,,1,,No,Less than 50%,
89,FARIDABAD,NARENDER PAL SINGH BAGHEL,Indian National Lok Dal,859,5,INLD+,GEN,Low,South Haryana,Urban,FARIDABAD,0.6,,,1,,No,Less than 50%,
89,FARIDABAD,VIJAY KRISHAN,Independent,478,6,Others,GEN,Low,South Haryana,Urban,FARIDABAD,0.3,,,1,,No,Less than 50%,
89,FARIDABAD,ADARSH BALYAN,Independent,396,7,Others,GEN,Low,South Haryana,Urban,FARIDABAD,0.3,,,1,,No,Less than 50%,
89,FARIDABAD,RAKESH KAPIL DAGAR,Independent,331,8,Others,GEN,Low,South Haryana,Urban,FARIDABAD,0.2,,,1,,No,Less than 50%,
89,FARIDABAD,MANOJ DUREJA,Independent,158,9,Others,GEN,Low,South Haryana,Urban,FARIDABAD,0.1,,,1,,No,Less than 50%,
90,TIGAON,RAJESH NAGAR,Bharatiya Janata Party,94229,1,BJP,GEN,Low,South Haryana,Semi-urban,FARIDABAD,46.3,37401,18.4,3,,Yes,Less than 50%,
90,TIGAON,LALIT NAGAR S/O LATE BHARAT SINGH NAGAR,Independent,56828,2,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,27.9,,,3,,No,Less than 50%,
90,TIGAON,ROHIT NAGAR,Indian National Congress,21656,3,INC+,GEN,Low,South Haryana,Semi-urban,FARIDABAD,10.6,,,3,,No,Less than 50%,
90,TIGAON,GIRRAJ SHARMA,Independent,11808,4,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,5.8,,,3,,No,Less than 50%,
90,TIGAON,ABHASH CHANDELA,Aam Aadmi Party,5669,5,AAP,GEN,Low,South Haryana,Semi-urban,FARIDABAD,2.8,,,3,,No,Less than 50%,
90,TIGAON,SHIV NARAYAN DUBEY,Kisan Mazdoor Sangharsh Party,3977,6,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,2,,,3,,No,Less than 50%,
90,TIGAON,LAL CHAND SHARMA,Bahujan Samaj Party,3686,7,INLD+,GEN,Low,South Haryana,Semi-urban,FARIDABAD,1.8,,,3,,No,Less than 50%,
90,TIGAON,NOTA,None of the Above,1859,8,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.9,,,3,,No,Less than 50%,
90,TIGAON,SOMESHWAR SINGH,Samata Party,1022,9,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.5,,,3,,No,Less than 50%,
90,TIGAON,LALIT NAGAR S/O VIJAY PAL,Independent,981,10,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.5,,,3,,No,Less than 50%,
90,TIGAON,TIKA RAM,Jannayak Janta Party,854,11,JNJP+,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.4,,,3,,No,Less than 50%,
90,TIGAON,SANDEEP MEHTA,Independent,534,12,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.3,,,3,,No,Less than 50%,
90,TIGAON,RAM BAHADUR,Akhil Bhartiya Manavatavadi Party,313,13,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.2,,,3,,No,Less than 50%,
90,TIGAON,PUNDIT SUBHASH CHANDRA DUBEY GORAKHPURI,Independent,298,14,Others,GEN,Low,South Haryana,Semi-urban,FARIDABAD,0.1,#REF!,#REF!,3,,No,Less than 50%,#REF!
